sample_name	sample_type	cell_source	sample_source	pmid	data_repository	data_repository_sample_id	study_specific_donor_id	donor_sex	cell_type	condition_label	perturbation	lineage	immunophenotype	bio_sample	bio_group	tech_rep	assay	tss_score	peak_count	frip	dedup_aligned_reads	sample_for_ABC_peak_calls
ENCBS201QWA_Inflammatory_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS201QWA	ENCSR721XAP	male	Macrophage	Inflammatory macrophage	Unperturbed	Macrophage Myeloid	NA	ENCBS201QWA_Inflammatory_macrophage	Inflammatory_macrophage	3	DNase-Seq	23.4	236899	NA	250460480	TRUE
ENCBS298AWT_Inflammatory_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS298AWT	ENCSR721XAP	male	Macrophage	Inflammatory macrophage	Unperturbed	Macrophage Myeloid	NA	ENCBS298AWT_Inflammatory_macrophage	Inflammatory_macrophage	2	DNase-Seq	18.6	331525	NA	286575152	FALSE
ENCBS860LAA_Inflammatory_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS860LAA	ENCSR721XAP	male	Macrophage	Inflammatory macrophage	Unperturbed	Macrophage Myeloid	NA	ENCBS860LAA_Inflammatory_macrophage	Inflammatory_macrophage	1	DNase-Seq	19.8	264702	NA	212291328	FALSE
ENCBS866YNO_Stimulated_inflammatory_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS866YNO	ENCSR226JLK	male	Macrophage	Activated Inflammatory macrophage	Activated: 4h LPS	Macrophage Myeloid	NA	ENCBS866YNO_Stimulated_inflammatory_macrophage	Activated_inflammatory_macrophage_LPS	1	DNase-Seq	21.2	251750	NA	221040364	TRUE
ENCBS689NWG_Stimulated_inflammatory_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS689NWG	ENCSR643ZGR	male	Macrophage	Activated Inflammatory macrophage	Activated: 1h LPS	Macrophage Myeloid	NA	ENCBS689NWG_Stimulated_inflammatory_macrophage	Activated_inflammatory_macrophage_LPS	1	DNase-Seq	17.8	222625	NA	112640888	FALSE
ENCBS832VLJ_Stimulated_inflammatory_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS832VLJ	ENCSR643ZGR	male	Macrophage	Activated Inflammatory macrophage	Activated: 1h LPS	Macrophage Myeloid	NA	ENCBS832VLJ_Stimulated_inflammatory_macrophage	Activated_inflammatory_macrophage_LPS	2	DNase-Seq	13.2	327576	NA	238484002	FALSE
ENCBS293AYO_Stimulated_suppressor_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS293AYO	ENCSR011VJK	male	Macrophage	Activated Suppressor macrophage	Activated: 1h LPS	Macrophage Myeloid	NA	ENCBS293AYO_Stimulated_suppressor_macrophage	Activated_suppressor_macrophage_LPS	1	DNase-Seq	21.9	262854	NA	188411572	FALSE
ENCBS324LUD_Stimulated_suppressor_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS324LUD	ENCSR011VJK	male	Macrophage	Activated Suppressor macrophage	Activated: 1h LPS	Macrophage Myeloid	NA	ENCBS324LUD_Stimulated_suppressor_macrophage	Activated_suppressor_macrophage_LPS	2	DNase-Seq	16.8	342665	NA	396531414	FALSE
ENCBS857VYG_Stimulated_suppressor_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS857VYG	ENCSR011VJK	male	Macrophage	Activated Suppressor macrophage	Activated: 1h LPS	Macrophage Myeloid	NA	ENCBS857VYG_Stimulated_suppressor_macrophage	Activated_suppressor_macrophage_LPS	3	DNase-Seq	29.7	247119	NA	238550798	FALSE
ENCBS148RLZ_Stimulated_suppressor_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS148RLZ	ENCSR069ICJ	male	Macrophage	Activated Suppressor macrophage	Activated: 4h LPS	Macrophage Myeloid	NA	ENCBS148RLZ_Stimulated_suppressor_macrophage	Activated_suppressor_macrophage_LPS	1	DNase-Seq	20.5	260624	NA	193553960	FALSE
ENCBS167OKP_Suppressor_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS167OKP	ENCSR371CCL	male	Macrophage	Suppressor macrophage	Unperturbed	Macrophage Myeloid	NA	ENCBS167OKP_Suppressor_macrophage	Activated_suppressor_macrophage_LPS	1	DNase-Seq	33.7	229794	NA	382373962	TRUE
ENCBS012PFZ_Suppressor_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS012PFZ	ENCSR371CCL	male	Macrophage	Suppressor macrophage	Unperturbed	Macrophage Myeloid	NA	ENCBS012PFZ_Suppressor_macrophage	Suppressor_macrophage	2	DNase-Seq	19.6	335772	NA	239255642	FALSE
ENCBS117SZU_Suppressor_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS117SZU	ENCSR711AQM	male	Macrophage	Suppressor macrophage	Unperturbed	Macrophage Myeloid	NA	ENCBS117SZU_Suppressor_macrophage	Suppressor_macrophage	2	DNase-Seq	23.6	241979	NA	242958714	FALSE
ENCBS381YCP_Suppressor_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS381YCP	ENCSR711AQM	male	Macrophage	Suppressor macrophage	Unperturbed	Macrophage Myeloid	NA	ENCBS381YCP_Suppressor_macrophage	Suppressor_macrophage	3	DNase-Seq	27.5	239277	NA	245410626	TRUE
ENCBS927WMG_Suppressor_macrophage	FACS isolated primary cell	NA	ENCODE	NA	ENCODE	ENCBS927WMG	ENCSR711AQM	male	Macrophage	Suppressor macrophage	Unperturbed	Macrophage Myeloid	NA	ENCBS927WMG_Suppressor_macrophage	Suppressor_macrophage	1	DNase-Seq	18.3	247895	NA	421602414	FALSE
Donor1008_Activated_CD14+_Monocyte	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650914	Donor1008	male	Monocyte	Activated CD14+ Monocyte	Activated	Monocyte Myeloid	CD14+	Donor1008_Activated_CD14+_Monocyte	Activated_CD14+_Monocyte	1	ATAC-Seq	5.9	360552	0.16	79022510	FALSE
Donor1002_Activated_CD14+_Monocyte	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650809	Donor1002	male	Monocyte	Activated CD14+ Monocyte	Activated	Monocyte Myeloid	CD14+	Donor1002_Activated_CD14+_Monocyte	Activated_CD14+_Monocyte	1	ATAC-Seq	6.8	404755	0.21	58897932	FALSE
Donor1003_Activated_CD14+_Monocyte	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650850	Donor1003	female	Monocyte	Activated CD14+ Monocyte	Activated	Monocyte Myeloid	CD14+	Donor1003_Activated_CD14+_Monocyte	Activated_CD14+_Monocyte	1	ATAC-Seq	7.1	401998	0.22	35908956	FALSE
Donor1010_Activated_CD14+_Monocyte	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650923	Donor1010	female	Monocyte	Activated CD14+ Monocyte	Activated	Monocyte Myeloid	CD14+	Donor1010_Activated_CD14+_Monocyte	Activated_CD14+_Monocyte	1	ATAC-Seq	7.6	346945	0.19	78780866	FALSE
Donor1001_Activated_CD14+_Monocyte	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650768	Donor1001	female	Monocyte	Activated CD14+ Monocyte	Activated	Monocyte Myeloid	CD14+	Donor1001_Activated_CD14+_Monocyte	Activated_CD14+_Monocyte	1	ATAC-Seq	9.5	462635	0.25	81917118	TRUE
Donor1003_Activated_CD19+_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650813	Donor1003	female	CD19+ B	Activated CD19+ B	Activated	B Lymphoid	CD19+	Donor1003_Activated_CD19+_B	Activated_CD19+_B	1	ATAC-Seq	11.5	421342	0.24	47260536	FALSE
Donor1002_Activated_CD19+_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650772	Donor1002	male	CD19+ B	Activated CD19+ B	Activated	B Lymphoid	CD19+	Donor1002_Activated_CD19+_B	Activated_CD19+_B	1	ATAC-Seq	14.1	269742	0.22	66774262	FALSE
Donor1001_Activated_CD19+_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650730	Donor1001	female	CD19+ B	Activated CD19+ B	Activated	B Lymphoid	CD19+	Donor1001_Activated_CD19+_B	Activated_CD19+_B	1	ATAC-Seq	18.7	236132	0.21	80707664	TRUE
Donor1004_Activated_CD4+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650867	Donor1004	female	CD4+ EM T	Activated CD4+ EM T	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+	Donor1004_Activated_CD4+_EM_T	Activated_CD4+_EM_T	1	ATAC-Seq	11.9	269350	0.19	56535038	FALSE
Donor1003_Activated_CD4+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650833	Donor1003	female	CD4+ EM T	Activated CD4+ EM T	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+	Donor1003_Activated_CD4+_EM_T	Activated_CD4+_EM_T	1	ATAC-Seq	14.6	185708	0.13	26169268	FALSE
Donor1002_Activated_CD4+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650793	Donor1002	male	CD4+ EM T	Activated CD4+ EM T	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+	Donor1002_Activated_CD4+_EM_T	Activated_CD4+_EM_T	1	ATAC-Seq	17.1	173832	0.27	46389294	FALSE
Donor1001_Activated_CD4+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650750	Donor1001	female	CD4+ EM T	Activated CD4+ EM T	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+	Donor1001_Activated_CD4+_EM_T	Activated_CD4+_EM_T	1	ATAC-Seq	18.1	318366	0.32	49374982	TRUE
Donor1004_Activated_CD4+_Memory_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650869	Donor1004	female	CD4+ Memory Treg	Activated CD4+ Memory Treg	Activated	T Lymphoid	CD4+CD127-CD25+CD45RA-CD45RO+	Donor1004_Activated_CD4+_Memory_Treg	Activated_CD4+_Memory_Treg	1	ATAC-Seq	8.8	477645	0.22	73430108	FALSE
Donor1002_Activated_CD4+_Memory_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650795	Donor1002	male	CD4+ Memory Treg	Activated CD4+ Memory Treg	Activated	T Lymphoid	CD4+CD127-CD25+CD45RA-CD45RO+	Donor1002_Activated_CD4+_Memory_Treg	Activated_CD4+_Memory_Treg	1	ATAC-Seq	13.9	216424	0.19	58685608	FALSE
Donor1003_Activated_CD4+_Memory_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650835	Donor1003	female	CD4+ Memory Treg	Activated CD4+ Memory Treg	Activated	T Lymphoid	CD4+CD127-CD25+CD45RA-CD45RO+	Donor1003_Activated_CD4+_Memory_Treg	Activated_CD4+_Memory_Treg	1	ATAC-Seq	15	309620	0.24	31048816	FALSE
Donor1001_Activated_CD4+_Memory_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650752	Donor1001	female	CD4+ Memory Treg	Activated CD4+ Memory Treg	Activated	T Lymphoid	CD4+CD127-CD25+CD45RA-CD45RO+	Donor1001_Activated_CD4+_Memory_Treg	Activated_CD4+_Memory_Treg	1	ATAC-Seq	18.8	280155	0.19	61635644	TRUE
Donor1011_Activated_CD4+_Naive_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650924	Donor1011	female	CD4+ Naive Teff	Activated CD4+ Naive Teff	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA+CD45RO-	Donor1011_Activated_CD4+_Naive_Teff	Activated_CD4+_Naive_Teff	1	ATAC-Seq	6.4	352640	0.17	59895162	FALSE
Donor1004_Activated_CD4+_Naive_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650871	Donor1004	female	CD4+ Naive Teff	Activated CD4+ Naive Teff	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA+CD45RO-	Donor1004_Activated_CD4+_Naive_Teff	Activated_CD4+_Naive_Teff	1	ATAC-Seq	11.9	325159	0.2	71190050	FALSE
Donor1002_Activated_CD4+_Naive_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650797	Donor1002	male	CD4+ Naive Teff	Activated CD4+ Naive Teff	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA+CD45RO-	Donor1002_Activated_CD4+_Naive_Teff	Activated_CD4+_Naive_Teff	1	ATAC-Seq	12.6	201212	0.16	42697344	FALSE
Donor1003_Activated_CD4+_Naive_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650837	Donor1003	female	CD4+ Naive Teff	Activated CD4+ Naive Teff	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA+CD45RO-	Donor1003_Activated_CD4+_Naive_Teff	Activated_CD4+_Naive_Teff	1	ATAC-Seq	13.5	241459	0.1	25961308	FALSE
Donor1001_Activated_CD4+_Naive_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650754	Donor1001	female	CD4+ Naive Teff	Activated CD4+ Naive Teff	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA+CD45RO-	Donor1001_Activated_CD4+_Naive_Teff	Activated_CD4+_Naive_Teff	1	ATAC-Seq	16.4	283337	0.18	60456338	TRUE
Donor1010_Activated_CD4+_Naive_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650920	Donor1010	female	CD4+ Naive Treg	Activated CD4+ Naive Treg	Activated	T Lymphoid	CD4+CD127-CD25+CD45RA+CD45RO-	Donor1010_Activated_CD4+_Naive_Treg	Activated_CD4+_Naive_Treg	1	ATAC-Seq	7.8	412925	0.18	96401376	FALSE
Donor1004_Activated_CD4+_Naive_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650873	Donor1004	female	CD4+ Naive Treg	Activated CD4+ Naive Treg	Activated	T Lymphoid	CD4+CD127-CD25+CD45RA+CD45RO-	Donor1004_Activated_CD4+_Naive_Treg	Activated_CD4+_Naive_Treg	1	ATAC-Seq	8.6	425048	0.21	68359800	TRUE
Donor1003_Activated_CD4+_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650829	Donor1003	female	CD4+ Teff	Activated CD4+ Teff	Activated	T Lymphoid	CD4+CD127+CD25-	Donor1003_Activated_CD4+_Teff	Activated_CD4+_Teff	1	ATAC-Seq	11.3	270536	0.24	16815562	FALSE
Donor1002_Activated_CD4+_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650789	Donor1002	male	CD4+ Teff	Activated CD4+ Teff	Activated	T Lymphoid	CD4+CD127+CD25-	Donor1002_Activated_CD4+_Teff	Activated_CD4+_Teff	1	ATAC-Seq	15.1	254640	0.29	51260418	FALSE
Donor1001_Activated_CD4+_Teff	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650746	Donor1001	female	CD4+ Teff	Activated CD4+ Teff	Activated	T Lymphoid	CD4+CD127+CD25-	Donor1001_Activated_CD4+_Teff	Activated_CD4+_Teff	1	ATAC-Seq	18.4	274274	0.25	72116300	TRUE
Donor1004_Activated_CD4+_Tfh	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650865	Donor1004	female	CD4+ Tfh	Activated CD4+ Tfh	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CXCR5+	Donor1004_Activated_CD4+_Tfh	Activated_CD4+_Tfh	1	ATAC-Seq	9.5	364085	0.19	63080500	FALSE
Donor1002_Activated_CD4+_Tfh	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650791	Donor1002	male	CD4+ Tfh	Activated CD4+ Tfh	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CXCR5+	Donor1002_Activated_CD4+_Tfh	Activated_CD4+_Tfh	1	ATAC-Seq	11.5	292125	0.24	48868580	FALSE
Donor1003_Activated_CD4+_Tfh	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650831	Donor1003	female	CD4+ Tfh	Activated CD4+ Tfh	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CXCR5+	Donor1003_Activated_CD4+_Tfh	Activated_CD4+_Tfh	1	ATAC-Seq	14.3	284491	0.18	36239592	FALSE
Donor1001_Activated_CD4+_Tfh	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650748	Donor1001	female	CD4+ Tfh	Activated CD4+ Tfh	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CXCR5+	Donor1001_Activated_CD4+_Tfh	Activated_CD4+_Tfh	1	ATAC-Seq	15.8	368638	0.29	63718650	TRUE
Donor1004_Activated_CD4+_Th1	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650877	Donor1004	female	CD4+ Th1	Activated CD4+ Th1	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3+CCR4-	Donor1004_Activated_CD4+_Th1	Activated_CD4+_Th1	1	ATAC-Seq	11.1	244599	0.16	65191240	FALSE
Donor1002_Activated_CD4+_Th1	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650801	Donor1002	male	CD4+ Th1	Activated CD4+ Th1	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3+CCR4-	Donor1002_Activated_CD4+_Th1	Activated_CD4+_Th1	1	ATAC-Seq	14.5	179779	0.21	55277276	FALSE
Donor1003_Activated_CD4+_Th1	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650841	Donor1003	female	CD4+ Th1	Activated CD4+ Th1	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3+CCR4-	Donor1003_Activated_CD4+_Th1	Activated_CD4+_Th1	1	ATAC-Seq	15.2	173461	0.23	33036988	FALSE
Donor1001_Activated_CD4+_Th1	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650758	Donor1001	female	CD4+ Th1	Activated CD4+ Th1	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3+CCR4-	Donor1001_Activated_CD4+_Th1	Activated_CD4+_Th1	1	ATAC-Seq	18.3	262763	0.25	63739760	TRUE
Donor1004_Activated_CD4+_Th17	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650879	Donor1004	female	CD4+ Th17	Activated CD4+ Th17	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6+	Donor1004_Activated_CD4+_Th17	Activated_CD4+_Th17	1	ATAC-Seq	10	265196	0.16	66200956	FALSE
Donor1002_Activated_CD4+_Th17	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650803	Donor1002	male	CD4+ Th17	Activated CD4+ Th17	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6+	Donor1002_Activated_CD4+_Th17	Activated_CD4+_Th17	1	ATAC-Seq	15.3	183443	0.24	54058780	FALSE
Donor1003_Activated_CD4+_Th17	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650842	Donor1003	female	CD4+ Th17	Activated CD4+ Th17	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6+	Donor1003_Activated_CD4+_Th17	Activated_CD4+_Th17	1	ATAC-Seq	15.8	164647	0.22	33399908	TRUE
Donor1001_Activated_CD4+_Th17	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650760	Donor1001	female	CD4+ Th17	Activated CD4+ Th17	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6+	Donor1001_Activated_CD4+_Th17	Activated_CD4+_Th17	1	ATAC-Seq	15.2	310412	0.29	67597844	FALSE
Donor1004_Activated_CD4+_Th2	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650881	Donor1004	female	CD4+ Th2	Activated CD4+ Th2	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3-CCR4+	Donor1004_Activated_CD4+_Th2	Activated_CD4+_Th2	1	ATAC-Seq	9.4	291973	0.17	66616412	FALSE
Donor1002_Activated_CD4+_Th2	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650805	Donor1002	male	CD4+ Th2	Activated CD4+ Th2	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3-CCR4+	Donor1002_Activated_CD4+_Th2	Activated_CD4+_Th2	1	ATAC-Seq	12.6	191476	0.24	52929116	FALSE
Donor1003_Activated_CD4+_Th2	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650844	Donor1003	female	CD4+ Th2	Activated CD4+ Th2	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3-CCR4+	Donor1003_Activated_CD4+_Th2	Activated_CD4+_Th2	1	ATAC-Seq	16.1	197362	0.16	17028108	TRUE
Donor1001_Activated_CD4+_Th2	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650762	Donor1001	female	CD4+ Th2	Activated CD4+ Th2	Activated	T Lymphoid	CD4+CD127+CD25- CD45RA-CD45RO+CCR6-CXCR3-CCR4+	Donor1001_Activated_CD4+_Th2	Activated_CD4+_Th2	1	ATAC-Seq	15.3	343848	0.28	56374166	FALSE
Donor1004_Activated_CD4+_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650875	Donor1004	female	CD4+ Treg	Activated CD4+ Treg	Activated	T Lymphoid	CD4+CD127-CD25+	Donor1004_Activated_CD4+_Treg	Activated_CD4+_Treg	1	ATAC-Seq	8.2	473583	0.23	62280758	FALSE
Donor1002_Activated_CD4+_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650799	Donor1002	male	CD4+ Treg	Activated CD4+ Treg	Activated	T Lymphoid	CD4+CD127-CD25+	Donor1002_Activated_CD4+_Treg	Activated_CD4+_Treg	1	ATAC-Seq	14.7	253397	0.23	50168078	FALSE
Donor1003_Activated_CD4+_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650839	Donor1003	female	CD4+ Treg	Activated CD4+ Treg	Activated	T Lymphoid	CD4+CD127-CD25+	Donor1003_Activated_CD4+_Treg	Activated_CD4+_Treg	1	ATAC-Seq	17	199168	0.16	32871454	FALSE
Donor1001_Activated_CD4+_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650756	Donor1001	female	CD4+ Treg	Activated CD4+ Treg	Activated	T Lymphoid	CD4+CD127-CD25+	Donor1001_Activated_CD4+_Treg	Activated_CD4+_Treg	1	ATAC-Seq	18.5	241539	0.21	28700376	TRUE
Donor1004_Activated_CD8+_CM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650856	Donor1004	female	CD8+ CM T	Activated CD8+ CM T	Activated	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L+	Donor1004_Activated_CD8+_CM_T	Activated_CD8+_CM_T	1	ATAC-Seq	8.9	279636	0.18	36512216	FALSE
Donor1002_Activated_CD8+_CM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650781	Donor1002	male	CD8+ CM T	Activated CD8+ CM T	Activated	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L+	Donor1002_Activated_CD8+_CM_T	Activated_CD8+_CM_T	1	ATAC-Seq	13.7	206687	0.23	52613508	FALSE
Donor1001_Activated_CD8+_CM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650739	Donor1001	female	CD8+ CM T	Activated CD8+ CM T	Activated	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L+	Donor1001_Activated_CD8+_CM_T	Activated_CD8+_CM_T	1	ATAC-Seq	16	319991	0.23	57979296	FALSE
Donor1003_Activated_CD8+_CM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650821	Donor1003	female	CD8+ CM T	Activated CD8+ CM T	Activated	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L+	Donor1003_Activated_CD8+_CM_T	Activated_CD8+_CM_T	1	ATAC-Seq	16.4	220465	0.25	36201416	TRUE
Donor1004_Activated_CD8+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	NCBI GEO	SRR7650858	Donor1004	female	CD8+ EM T	Activated CD8+ EM T	Activated	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L-	Donor1004_Activated_CD8+_EM_T	Activated_CD8+_EM_T	1	ATAC-Seq	12.6	240386	0.17	53191666	FALSE
