sample_name	sample_type	cell_source	sample_source	pmid	data_repository	data_repository_sample_id	study_specific_donor_id	donor_sex	cell_type	condition_label	perturbation	lineage	immunophenotype	bio_sample	bio_group	tech_rep	assay	tss_score	peak_count	frip	dedup_aligned_reads	sample_for_ABC_peak_calls
PBdonor5_CD14+_Monocyte_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	NCBI GEO	SRR11297464	PBdonor5	male	Monocyte	CD14+ Monocyte	Unperturbed	Monocyte Myeloid	CD14+CD16-	PBdonor5_CD14+_Monocyte	CD14+_Monocyte	1	ATAC-Seq	26	143770	0.42	21599730	FALSE
PBdonor6_CD14+_Monocyte_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	NCBI GEO	SRR11297465	PBdonor6	male	Monocyte	CD14+ Monocyte	Unperturbed	Monocyte Myeloid	CD14+CD16-	PBdonor6_CD14+_Monocyte	CD14+_Monocyte	1	ATAC-Seq	26.4	122380	0.43	9719164	TRUE
PBdonor3_CD40L_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	NCBI GEO	SRR11297478	PBdonor3	female	pDC	Activated pDC	Activated: CD40L	DC Lymphoid	CD123+HLA-DR+	PBdonor3_CD40L_activated_pDC	Activated_pDC_CD40L	1	ATAC-Seq	14.4	251104	0.39	12313360	FALSE
PBdonor4_CD40L_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	NCBI GEO	SRR11297479	PBdonor4	female	pDC	Activated pDC	Activated: CD40L	DC Lymphoid	CD123+HLA-DR+	PBdonor4_CD40L_activated_pDC	Activated_pDC_CD40L	1	ATAC-Seq	14.4	222576	0.39	19020312	FALSE
PBdonor6_CD40L_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	NCBI GEO	SRR11297480	PBdonor6	male	pDC	Activated pDC	Activated: CD40L	DC Lymphoid	CD123+HLA-DR+	PBdonor6_CD40L_activated_pDC	Activated_pDC_CD40L	1	ATAC-Seq	15.7	195962	0.39	9847264	TRUE
PBdonor8_CD40L_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	NCBI GEO	SRR11297481	PBdonor8	male	pDC	Activated pDC	Activated: CD40L	DC Lymphoid	CD123+HLA-DR+	PBdonor8_CD40_activated_pDC	Activated_pDC_CD40L	1	ATAC-Seq	13.1	326569	0.57	7234870	FALSE
PBdonor3_IMIQ_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	NCBI GEO	SRR11297482	PBdonor3	female	pDC	Activated pDC	Activated: IMIQ	DC Lymphoid	CD123+HLA-DR+	PBdonor3_IMIQ_activated_pDC	Activated_pDC_IMIQ	1	ATAC-Seq	14.5	239365	0.43	13212730	FALSE
PBdonor4_IMIQ_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	NCBI GEO	SRR11297483	PBdonor4	female	pDC	Activated pDC	Activated: IMIQ	DC Lymphoid	CD123+HLA-DR+	PBdonor4_IMIQ_activated_pDC	Activated_pDC_IMIQ	1	ATAC-Seq	14.4	251704	0.46	13269020	FALSE
PBdonor6_IMIQ_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	NCBI GEO	SRR11297484	PBdonor6	male	pDC	Activated pDC	Activated: IMIQ	DC Lymphoid	CD123+HLA-DR+	PBdonor6_IMIQ_activated_pDC	Activated_pDC_IMIQ	1	ATAC-Seq	17.1	217756	0.48	12722944	TRUE
PBdonor8_IMIQ_activated_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	NCBI GEO	SRR11297485	PBdonor8	male	pDC	Activated pDC	Activated: IMIQ	DC Lymphoid	CD123+HLA-DR+	PBdonor8_IMIQ_activated_pDC	Activated_pDC_IMIQ	1	ATAC-Seq	15.3	293374	0.42	13171304	FALSE
PB1006_mDC_RepA	FACS isolated primary cell	Peripheral blood mononuclear cells	Corces_2018_Science	30361341	NCBI GEO	SRR7866359	PB1006	female	mDC	mDC	Unperturbed	DC Myeloid	CD11c+HLA-DR+	PB1006_mDC	mDC	A	ATAC-Seq	16.2	202133	0.19	19179426	FALSE
PB1006_mDC_RepB	FACS isolated primary cell	Peripheral blood mononuclear cells	Corces_2018_Science	30361341	NCBI GEO	SRR7866360	PB1006	female	mDC	mDC	Unperturbed	DC Myeloid	CD11c+HLA-DR+	PB1006_mDC	mDC	B	ATAC-Seq	17.4	160640	0.15	17307578	FALSE
PB1006_pDC_RepA	FACS isolated primary cell	Peripheral blood mononuclear cells	Corces_2018_Science	30361341	NCBI GEO	SRR7866361	PB1006	female	pDC	pDC	Unperturbed	DC Lymphoid	CD123+	PB1006_pDC	pDC	A	ATAC-Seq	14.6	198753	0.09	7939242	FALSE
PB1006_pDC_RepB	FACS isolated primary cell	Peripheral blood mononuclear cells	Corces_2018_Science	30361341	NCBI GEO	SRR7866362	PB1006	female	pDC	pDC	Unperturbed	DC Lymphoid	CD123+	PB1006_pDC	pDC	B	ATAC-Seq	10	237566	0.1	15442600	FALSE
Donor1_Neutrophil_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909976	Donor1	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor1_Neutrophil	Neutrophil	rep1	ATAC-Seq	2.8	201999	0.12	17992097	FALSE
Donor1_Neutrophil_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909965	Donor1	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor1_Neutrophil	Neutrophil	rep2	ATAC-Seq	3.1	165701	0.11	16841637	FALSE
Donor2_Neutrophil_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909962	Donor2	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor2_Neutrophil	Neutrophil	rep1	ATAC-Seq	2.5	293410	0.14	30753361	FALSE
Donor2_Neutrophil_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909961	Donor2	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor2_Neutrophil	Neutrophil	rep2	ATAC-Seq	2.5	257087	0.13	29004542	FALSE
Donor3_Neutrophil_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909942	Donor3	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor3_Neutrophil	Neutrophil	rep1	ATAC-Seq	7.2	389496	0.25	29871796	FALSE
Donor3_Neutrophil_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909941	Donor3	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor3_Neutrophil	Neutrophil	rep2	ATAC-Seq	8.2	405665	0.27	29748240	TRUE
Donor4_Neutrophil_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909927	Donor4	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor4_Neutrophil	Neutrophil	rep1	ATAC-Seq	4.6	280167	0.16	35544816	FALSE
Donor4_Neutrophil_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909926	Donor4	female	Neutrophil	Neutrophil	Unperturbed	Neutrophil Myeloid	CD66b+CD16+	Donor4_Neutrophil	Neutrophil	rep2	ATAC-Seq	5.3	270798	0.16	27269790	FALSE
Donor1_Stimulated_Neutrophil_BGP_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909988	Donor1	female	Neutrophil	Activated Neutrophil	Activated: BGP	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep1	ATAC-Seq	4.1	263330	0.18	11943554	FALSE
Donor1_Stimulated_Neutrophil_BGP_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909987	Donor1	female	Neutrophil	Activated Neutrophil	Activated: BGP	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep2	ATAC-Seq	4.6	160722	0.13	9654441	FALSE
Donor2_Stimulated_Neutrophil_BGP_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909964	Donor2	female	Neutrophil	Activated Neutrophil	Activated: BGP	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep1	ATAC-Seq	4.3	512396	0.3	15123195	FALSE
Donor2_Stimulated_Neutrophil_BGP_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909963	Donor2	female	Neutrophil	Activated Neutrophil	Activated: BGP	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep2	ATAC-Seq	4.4	205760	0.15	16357402	FALSE
Donor3_Stimulated_Neutrophil_BGP_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909945	Donor3	female	Neutrophil	Activated Neutrophil	Activated: BGP	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep1	ATAC-Seq	5.5	332487	0.23	18944844	TRUE
Donor3_Stimulated_Neutrophil_BGP_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909944	Donor3	female	Neutrophil	Activated Neutrophil	Activated: BGP	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep2	ATAC-Seq	5.3	296836	0.21	17867176	FALSE
Donor4_Stimulated_Neutrophil_BGP_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909929	Donor4	female	Neutrophil	Activated Neutrophil	Activated: BGP	Neutrophil Myeloid	CD66b+CD16+	Donor4_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep1	ATAC-Seq	3.1	259817	0.2	9972729	FALSE
Donor4_Stimulated_Neutrophil_BGP_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909928	Donor4	female	Neutrophil	Activated Neutrophil	Activated: BGP	Neutrophil Myeloid	CD66b+CD16+	Donor4_Stimulated_Neutrophil_BGP	Activated_Neutrophil_BGP	rep2	ATAC-Seq	4.9	300906	0.26	9859859	FALSE
Donor1_Stimulated_Neutrophil_FLAG_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909954	Donor1	female	Neutrophil	Activated Neutrophil	Activated: FLAG	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_FLAG	Activated_Neutrophil_FLAG	rep1	ATAC-Seq	5.8	276058	0.15	30286237	FALSE
Donor1_Stimulated_Neutrophil_FLAG_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909943	Donor1	female	Neutrophil	Activated Neutrophil	Activated: FLAG	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_FLAG	Activated_Neutrophil_FLAG	rep2	ATAC-Seq	7	211807	0.12	47790734	FALSE
Donor2_Stimulated_Neutrophil_FLAG_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909960	Donor2	female	Neutrophil	Activated Neutrophil	Activated: FLAG	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_FLAG	Activated_Neutrophil_FLAG	rep1	ATAC-Seq	2.9	555176	0.31	15305726	FALSE
Donor2_Stimulated_Neutrophil_FLAG_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909959	Donor2	female	Neutrophil	Activated Neutrophil	Activated: FLAG	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_FLAG	Activated_Neutrophil_FLAG	rep2	ATAC-Seq	3	198841	0.14	16636674	FALSE
Donor3_Stimulated_Neutrophil_FLAG_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909940	Donor3	female	Neutrophil	Activated Neutrophil	Activated: FLAG	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_FLAG	Activated_Neutrophil_FLAG	rep1	ATAC-Seq	7.4	215286	0.14	34633566	FALSE
Donor3_Stimulated_Neutrophil_FLAG_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	NCBI GEO	SRR11909939	Donor3	female	Neutrophil	Activated Neutrophil	Activated: FLAG	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_FLAG	Activated_Neutrophil_FLAG	rep2	ATAC-Seq	9.2	444173	0.27	32537283	TRUE
